id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
190457987939311616,190457987939311616,2012-04-12 18:14:57 EAT,2012-04-12,18:14:57,+0300,130946265,tex___willer,William Bakinde,,I still can't believe the  school allowed me to take French as a second language.,en,[],[],[],1,0,0,[],[],https://twitter.com/TeX___WiLLer/status/190457987939311616,False,,0,,,,,,,,[],,,,
190373391532957696,190373391532957696,2012-04-12 12:38:48 EAT,2012-04-12,12:38:48,+0300,194043045,cheeseandextras,Sirius.,,"Some guys didn't take French as a second language, so the way they pronounce ""Je m'appelle .."" for the very first time is epic.",en,[],[],[],0,0,0,[],[],https://twitter.com/cheeseandextras/status/190373391532957696,False,,0,,,,,,,,[],,,,
189910248117641216,189910248117641216,2012-04-11 05:58:26 EAT,2012-04-11,05:58:26,+0300,22315174,1lovelydreamer,Michelle,,i'm on my way to speaking fluent French as a second language. :} #productive #reachinggoals,en,[],[],[],0,0,0,"['productive', 'reachinggoals']",[],https://twitter.com/1LovelyDreamer/status/189910248117641216,False,,0,,,,,,,,[],,,,
189776785515347969,189776303581442049,2012-04-10 21:08:06 EAT,2012-04-10,21:08:06,+0300,157020864,may_war,●M@¥[] ♡K|Ru○,,@FanOf_Jiiva maintenant? j'appris allmand ..I had french as ma second language a few years a ago..now i huv german only..nd Italy (beginner),en,[],[],[],1,0,0,[],[],https://twitter.com/may_war/status/189776785515347969,False,,0,,,,,,,,[],,,,
189706341315649536,189705537955442688,2012-04-10 16:28:10 EAT,2012-04-10,16:28:10,+0300,280471683,almass_a,Almas Ahmed,,@emmykhann wow..didnt knw dat  v can learn french in pak too...here in hk many ppl learn french as a second language,en,[],[],[],1,0,0,[],[],https://twitter.com/Almass_A/status/189706341315649536,False,,0,,,,,,,,[],,,,
189581603771662337,189581603771662337,2012-04-10 08:12:31 EAT,2012-04-10,08:12:31,+0300,360309653,joawayne,masterwayne,,I want to take on french as a second language,en,[],[],[],0,0,0,[],[],https://twitter.com/joawayne/status/189581603771662337,False,,0,,,,,,,,[],,,,
189420171381841922,189420171381841922,2012-04-09 21:31:02 EAT,2012-04-09,21:31:02,+0300,269396920,ezeswice,Swice,,Sorry guys Profanity won't count as a second language better go take French or some spanish,en,[],[],[],0,1,0,[],[],https://twitter.com/Ezeswice/status/189420171381841922,False,,0,,,,,,,,[],,,,
189340715829047298,189340715829047298,2012-04-09 16:15:19 EAT,2012-04-09,16:15:19,+0300,68744350,educated_travel,TheEducatedTraveler,,French as a second language resources:  http://t.co/WiR8U1jg #langchat #flteach #frimm,en,[],['http://ow.ly/a35ft'],[],0,1,2,"['langchat', 'flteach', 'frimm']",[],https://twitter.com/Educated_Travel/status/189340715829047298,False,,0,,,,,,,,[],,,,
188475787157045248,188475787157045248,2012-04-07 06:58:24 EAT,2012-04-07,06:58:24,+0300,35556048,tayyeepretty,👑 MISS TAYE 👑,,I think I really want to learn French as a second language tho!! That should be fun,en,[],[],[],0,0,0,[],[],https://twitter.com/TayyeePretty/status/188475787157045248,False,,0,,,,,,,,[],,,,
188387233722662913,188387233722662913,2012-04-07 01:06:31 EAT,2012-04-07,01:06:31,+0300,355948117,alisonanne13,Mrs. Ali Sheeran,,@NiallOfficial I speak french as a second language. And I can fake accents. And sing like a chipmunk. Love me now? Please?,en,[],[],[],0,0,0,[],[],https://twitter.com/AlisonAnne13/status/188387233722662913,False,,0,,,,,,,,[],,,,
188004397144489985,188004397144489985,2012-04-05 23:45:15 EAT,2012-04-05,23:45:15,+0300,450069159,boudreau_ideas,Jean-Paul Boudreau,,The News in Slow French: A resource for those learning French as a second language  http://t.co/pYHQGpUh #Bilingualism,en,[],['http://www.newsinslowfrench.com/'],[],0,2,2,['bilingualism'],[],https://twitter.com/Boudreau_Ideas/status/188004397144489985,False,,0,,,,,,,,[],,,,
187290951541198848,187290951541198848,2012-04-04 00:30:17 EAT,2012-04-04,00:30:17,+0300,68744350,educated_travel,TheEducatedTraveler,,French as a second language resources:  http://t.co/pnxMlEHh #langchat #flteach #frimm,en,[],['http://ow.ly/a1WSu'],[],0,0,0,"['langchat', 'flteach', 'frimm']",[],https://twitter.com/Educated_Travel/status/187290951541198848,False,,0,,,,,,,,[],,,,
187272701394681857,187272701394681857,2012-04-03 23:17:46 EAT,2012-04-03,23:17:46,+0300,72877620,emilyruth1995,Em,,Yaaaaay we have a French student staying in my home soon ( my mums job is to teach English as a second language) fun times eeeee,en,[],[],[],0,0,0,[],[],https://twitter.com/emilyruth1995/status/187272701394681857,False,,0,,,,,,,,[],,,,
187010343103512576,187010343103512576,2012-04-03 05:55:15 EAT,2012-04-03,05:55:15,+0300,338150901,elledacanay,Michelle,,Officially a neuroscience/cell & molecular biology double major with a minor in french as a second language :) !  http://t.co/044PvNpm,en,[],[],['https://pbs.twimg.com/media/Aphk6o5CQAA2tru.jpg'],0,0,0,[],[],https://twitter.com/elledacanay/status/187010343103512576,False,,1,https://pbs.twimg.com/media/Aphk6o5CQAA2tru.jpg,,,,,,,[],,,,
186806840292679683,186806840292679683,2012-04-02 16:26:36 EAT,2012-04-02,16:26:36,+0300,29111969,florianooke,Florianooke,,"@eliodirupo when is DUTCH a MANDATORY second language in Wallon schools, while FRENCH IS in Flemmish schools for as long as i can remember??",en,[],[],[],0,0,0,[],[],https://twitter.com/florianooke/status/186806840292679683,False,,0,,,,,,,,[],,,,
186526814238294016,186523138358644736,2012-04-01 21:53:52 EAT,2012-04-01,21:53:52,+0300,100837642,kassandrajae,mrs darth maul,"{'type': 'Point', 'coordinates': [45.8508795, -95.1547909]}",@olsonlauren I have it set to autocorrect french as a second language haha,en,[],[],[],0,0,0,[],[],https://twitter.com/kassandrajae/status/186526814238294016,False,,0,,,,,,,,[],,,,
186516147988996098,184371657576693760,2012-04-01 21:11:29 EAT,2012-04-01,21:11:29,+0300,284898215,uottawafuture,uOttawaFutur,,@_paulysha Hi! I'm in Immersion but there is also a Major in French as a Second Language (FLS). Check it out here:  http://t.co/7HRIjXE4,en,[],['http://www.uottawa.ca/academic/info/regist/calendars/programs/47.html'],[],0,0,0,[],[],https://twitter.com/uOttawaFuture/status/186516147988996098,False,,0,,,,,,,,[],,,,
185985547632771072,185985547632771072,2012-03-31 10:03:04 EAT,2012-03-31,10:03:04,+0300,32506653,careerbacon,Career Bacon,,"#novascotia French as a second language teacher (except elementary, high school or university) (Private School T...  http://t.co/AszqcEhn",en,[],['http://bit.ly/HCa9rR'],[],0,0,0,['novascotia'],[],https://twitter.com/careerbacon/status/185985547632771072,False,,0,,,,,,,,[],,,,
185985543476228096,185985543476228096,2012-03-31 10:03:03 EAT,2012-03-31,10:03:03,+0300,32506653,careerbacon,Career Bacon,,"#novascotia French as a second language teacher (except elementary, high school or university) (Private School T...  http://t.co/ni9CgAPv",en,[],['http://bit.ly/HCa9bp'],[],0,0,0,['novascotia'],[],https://twitter.com/careerbacon/status/185985543476228096,False,,0,,,,,,,,[],,,,
185307024203067392,185306228757512192,2012-03-29 13:06:52 EAT,2012-03-29,13:06:52,+0300,75251762,drzizou,Aziz K. A.,,@SEHAMKHSH also Canada use French as a second language ..,en,[],[],[],0,0,0,[],[],https://twitter.com/DrZIZOU/status/185307024203067392,False,,0,,,,,,,,[],,,,
185006779694977024,185006779694977024,2012-03-28 17:13:48 EAT,2012-03-28,17:13:48,+0300,62581527,toddbragg,Todd Bragg,,“@modmark: Does letting your kids watch toy story in French count as teaching them a second language?” YES!,en,"[{'screen_name': 'modmark', 'name': 'matt odmark', 'id': '16169690'}]",[],[],0,0,0,[],[],https://twitter.com/ToddBragg/status/185006779694977024,False,,0,,,,,,,,[],,,,
184857607167684608,184857607167684608,2012-03-28 07:21:02 EAT,2012-03-28,07:21:02,+0300,518585739,zillionjobs,Zillion Jobs,,"French as a second language teacher (except elementary Job (Borden, ON)   http://t.co/e9mgoay4 #except #elementary #job #jobs #Borden",en,[],['http://zillionjobs.com/Job-2601972.html'],[],0,0,0,"['except', 'elementary', 'job', 'jobs', 'borden']",[],https://twitter.com/ZillionJobs/status/184857607167684608,False,,0,,,,,,,,[],,,,
184820357025382401,184820357025382401,2012-03-28 04:53:01 EAT,2012-03-28,04:53:01,+0300,20627624,jghope,John Hope,,"I say yes. ""@modmark: Does letting your kids watch toy story in French count as teaching them a second language?""",en,"[{'screen_name': 'modmark', 'name': 'matt odmark', 'id': '16169690'}]",[],[],0,0,0,[],[],https://twitter.com/jghope/status/184820357025382401,False,,0,,,,,,,,[],,,,
184795447964082176,184795447964082176,2012-03-28 03:14:02 EAT,2012-03-28,03:14:02,+0300,518585739,zillionjobs,Zillion Jobs,,"French as a second language teacher (except elementary Job (Borden, ON)   http://t.co/e9mgoay4 #except #elementary #job #jobs #Borden",en,[],['http://zillionjobs.com/Job-2601972.html'],[],0,0,0,"['except', 'elementary', 'job', 'jobs', 'borden']",[],https://twitter.com/ZillionJobs/status/184795447964082176,False,,0,,,,,,,,[],,,,
184771880543191040,184771880543191040,2012-03-28 01:40:23 EAT,2012-03-28,01:40:23,+0300,16169690,modmark,Matt Odmark,,Does letting your kids watch toy story in French count as teaching them a second language?,en,[],[],[],3,2,1,[],[],https://twitter.com/modmark/status/184771880543191040,False,,0,,,,,,,,[],,,,
184675368249212930,184675065521127425,2012-03-27 19:16:53 EAT,2012-03-27,19:16:53,+0300,31004731,kikicontessa,KikiContessa,,@GDMcL English as a second language in a French college.,en,[],[],[],0,0,0,[],[],https://twitter.com/kikicontessa/status/184675368249212930,False,,0,,,,,,,,[],,,,
183736388146049024,183736388146049024,2012-03-25 05:05:43 EAT,2012-03-25,05:05:43,+0300,341994225,carinabvwtp,Carina,,"After getting his degree in French, Brian went on to teach English as a Second Language teacher at a CEGEP (coll...  http://t.co/Bj2PgqUe",en,[],['http://tinyurl.com/8559aod'],[],0,0,0,[],[],https://twitter.com/Carinabvwtp/status/183736388146049024,False,,0,,,,,,,,[],,,,
183710708939243520,183710708939243520,2012-03-25 03:23:40 EAT,2012-03-25,03:23:40,+0300,328890683,sherrelllarip,Sherrell,,"After getting his degree in French, Brian went on to teach English as a Second Language teacher at a CEGEP (coll...  http://t.co/dHNTRZI5",en,[],['http://bit.ly/GWBIjO'],[],0,0,0,[],[],https://twitter.com/Sherrelllarip/status/183710708939243520,False,,0,,,,,,,,[],,,,
183695312123215872,183695312123215872,2012-03-25 02:22:29 EAT,2012-03-25,02:22:29,+0300,326670911,marionysfgd,Marion,,"After getting his degree in French, Brian went on to teach English as a Second Language teacher at a CEGEP (coll...  http://t.co/K9TtNJD6",en,[],['http://tinyurl.com/79sbr5j'],[],0,0,0,[],[],https://twitter.com/Marionysfgd/status/183695312123215872,False,,0,,,,,,,,[],,,,
183403226480128000,183403226480128000,2012-03-24 07:01:51 EAT,2012-03-24,07:01:51,+0300,93475067,dr_naut,Juggernaut,,"Just washed myself with some kind of ""Corpse Douche"". Do we need any other argument to drop French as a second language in Canada?",en,[],[],[],0,0,0,[],[],https://twitter.com/Dr_Naut/status/183403226480128000,False,,0,,,,,,,,[],,,,
183197990389948417,183195563922161664,2012-03-23 17:26:19 EAT,2012-03-23,17:26:19,+0300,363876435,jokertheef,hanswerner,,"@PoshBirdGabi its about my third,learned french as the second language first...but you have a typical german name though",en,[],[],[],0,0,0,[],[],https://twitter.com/jokertheef/status/183197990389948417,False,,0,,,,,,,,[],,,,
182979964747005952,182979964747005952,2012-03-23 02:59:57 EAT,2012-03-23,02:59:57,+0300,18132420,alsharptongue,Greg,,I want to pick up French as a second language. How much is Rosetta Stone. I'm serious about this,en,[],[],[],5,0,0,[],[],https://twitter.com/AlSharpTongue/status/182979964747005952,False,,0,,,,,,,,[],,,,
182879841593462784,182879841593462784,2012-03-22 20:22:06 EAT,2012-03-22,20:22:06,+0300,254705653,mb_top_employer,MB Top Employers,,"Curriculum Consultant, French as a second language: immersion, assessment Gr 12 CRCCurriculum...  http://t.co/44PEuRUc #manitoba #jobs #job",fr,[],['http://bit.ly/GOyNny'],[],0,0,0,"['manitoba', 'jobs', 'job']",[],https://twitter.com/MB_Top_Employer/status/182879841593462784,False,,0,,,,,,,,[],,,,
182876094834286593,182876094834286593,2012-03-22 20:07:13 EAT,2012-03-22,20:07:13,+0300,254593861,diversity__jobs,Diversity Employers,,"Curriculum Consultant, French as a second language: immersion, assessment Gr 12 CRCCurriculum...  http://t.co/AjhdEEF7 #diversity #jobs",fr,[],['http://bit.ly/GHT6cu'],[],0,0,0,"['diversity', 'jobs']",[],https://twitter.com/Diversity__Jobs/status/182876094834286593,False,,0,,,,,,,,[],,,,
182596334694567936,182596334694567936,2012-03-22 01:35:33 EAT,2012-03-22,01:35:33,+0300,337473968,disneyaddict,erin ✨,,canadian accents are cute c: plus they speak french as a second language o:,en,[],[],[],0,0,0,[],[],https://twitter.com/DisneyAddict/status/182596334694567936,False,,0,,,,,,,,[],,,,
182587649477976064,182587649477976064,2012-03-22 01:01:02 EAT,2012-03-22,01:01:02,+0300,480121527,brownproblemss,.,,#WhenIBecomePresident I'll replace French as a second language with Punjabi/Hindi/Urdu you pick!,en,[],[],[],0,1,0,['whenibecomepresident'],[],https://twitter.com/BrownProblemss/status/182587649477976064,False,,0,,,,,,,,[],,,,
182573413334921216,182572773128929281,2012-03-22 00:04:28 EAT,2012-03-22,00:04:28,+0300,276231444,caropaquin80,caropaquin80,,@NoleDjokerFan French as a second language. And subbing is mostly in elementary as the need is just too big there.,en,[],[],[],1,0,0,[],[],https://twitter.com/caropaquin80/status/182573413334921216,False,,0,,,,,,,,[],,,,
182526092433821697,182526092433821697,2012-03-21 20:56:26 EAT,2012-03-21,20:56:26,+0300,99785182,kawashti_,Amr Kawashti,,"I study Italian instead of French as a second language, Jelly ?",en,[],[],[],0,0,0,[],[],https://twitter.com/kawashti_/status/182526092433821697,False,,0,,,,,,,,[],,,,
182354252222562305,182354252222562305,2012-03-21 09:33:36 EAT,2012-03-21,09:33:36,+0300,114008461,seyi_bol,Wale,,RT @olu_dehinsilu: RT @Capt_cave_man: Briefing on wat u missed out : am taking up french as a second Language :D  http://t.co/nd5KS4hX,en,"[{'screen_name': 'capt_cave_man', 'name': 'bambam', 'id': '90239851'}]",['http://lockerz.com/s/194386018'],[],0,0,0,[],[],https://twitter.com/seyi_bol/status/182354252222562305,False,,0,,,,,,,,[],,,,
182248359833239553,182248359833239553,2012-03-21 02:32:49 EAT,2012-03-21,02:32:49,+0300,100818230,illloveutoohard,Ren Reviews,,I need to learn french as a second language.,en,[],[],[],0,0,0,[],[],https://twitter.com/illloveutoohard/status/182248359833239553,False,,0,,,,,,,,[],,,,
182153189582315520,182152582431637504,2012-03-20 20:14:39 EAT,2012-03-20,20:14:39,+0300,19962028,collabrone,Omar.,,@NoranAshraf @MirnaHeikal @ErshJr @NadaElSaeid Collabrone scored an A* in IGCSE French as a second language. *proud moment*,en,"[{'screen_name': 'mirnaheikal', 'name': 'ذات الشعر المجعد', 'id': '221458152'}, {'screen_name': 'ershjr', 'name': 'sodinii', 'id': '456806478'}, {'screen_name': 'nadaelsaeid', 'name': 'nada', 'id': '330526674'}]",[],[],2,0,0,[],[],https://twitter.com/Collabrone/status/182153189582315520,False,,0,,,,,,,,[],,,,
182134582848651265,182134582848651265,2012-03-20 19:00:43 EAT,2012-03-20,19:00:43,+0300,24189801,princessology,Chaka @ #28DaysOfBlackCosplay,,I have no idea why I took French as my foreign language in school when I should have been learning POLICE REPORT as a second language.,en,[],[],[],0,0,0,[],[],https://twitter.com/princessology/status/182134582848651265,False,,0,,,,,,,,[],,,,
181199915022696448,181199915022696448,2012-03-18 05:06:40 EAT,2012-03-18,05:06:40,+0300,29049670,iam_will4,"King William, IV",,RT @JPettyIII: French as a second language.,en,"[{'screen_name': 'jpettyiii', 'name': 'jp', 'id': '18957129'}]",[],[],0,0,0,[],[],https://twitter.com/iAm_Will4/status/181199915022696448,False,,0,,,,,,,,[],,,,
181198901699809281,181198901699809281,2012-03-18 05:02:39 EAT,2012-03-18,05:02:39,+0300,18957129,jpettyiii,JP,,French as a second language.,en,[],[],[],0,0,0,[],[],https://twitter.com/JPettyIII/status/181198901699809281,False,,0,,,,,,,,[],,,,
181073717676347392,181073304046682112,2012-03-17 20:45:13 EAT,2012-03-17,20:45:13,+0300,52465682,podaboo,BaeMG💨,,@mummummummah I'm studying languages: French and German. I can either interpret or teach. I'd like to teach English as a second language.,en,[],[],[],0,0,0,[],[],https://twitter.com/Podaboo/status/181073717676347392,False,,0,,,,,,,,[],,,,
180935919199731712,180935919199731712,2012-03-17 11:37:39 EAT,2012-03-17,11:37:39,+0300,501761806,kelleegennyorda,Kellee Ordanza,,Phonetic difficulties of learn English as a second language for French: 914 gttechno classica essen sportec rs30...  http://t.co/ZlyUibvI,en,[],['http://bit.ly/FOZg6d'],[],0,0,0,[],[],https://twitter.com/KelleeGennyOrda/status/180935919199731712,False,,0,,,,,,,,[],,,,
180710717417193472,180709723673329664,2012-03-16 20:42:47 EAT,2012-03-16,20:42:47,+0300,109895931,jemma_lucy_,jem,,"@EmilyRose0607 oui oui, très bien. I've got French as a second language on my phone :p",fr,[],[],[],0,0,0,[],[],https://twitter.com/Jemma_Lucy_/status/180710717417193472,False,,0,,,,,,,,[],,,,
180551010274643968,180551010274643968,2012-03-16 10:08:09 EAT,2012-03-16,10:08:09,+0300,43884273,tadaudiobooks,Gerrit du Plessis,,French as a Second Language CaPS  http://t.co/JMOOyG2w,en,[],['http://bit.ly/AE9bie'],[],0,0,0,[],[],https://twitter.com/TADaudiobooks/status/180551010274643968,False,,0,,,,,,,,[],,,,
180500832867979265,180430144903720960,2012-03-16 06:48:46 EAT,2012-03-16,06:48:46,+0300,388594261,schultzbev,Bev Schultz,,"@melwillerth Francophone is for French as a first language, French Immersion is for those learning French as a second language.",en,[],[],[],0,0,0,[],[],https://twitter.com/SchultzBev/status/180500832867979265,False,,0,,,,,,,,[],,,,
